N.LA,N.UNK,N.Grp3A,N.Grp3B,N.Grp2A,N.Grp2B,N.Grp4,N.Grp1,N.Grp5,migNat,migGrp3,migGrp2,bottleneckSeverity,T.UNK,T.Grp3A,T.Grp3B,T.Grp2A,T.Grp4,T.Grp2B,T.Grp1,T.Grp5,est.N.LA,est.N.UNK,est.N.Grp3A,est.N.Grp3B,est.N.Grp2A,est.N.Grp2B,est.N.Grp4,est.N.Grp1,est.N.Grp5,est.migNat,est.migGrp3,est.migGrp2,est.bottleneckSeverity,est.T.UNK,est.T.Grp3A,est.T.Grp3B,est.T.Grp2A,est.T.Grp4,est.T.Grp2B,est.T.Grp1,est.T.Grp5,lowHPD.N.LA,lowHPD.N.UNK,lowHPD.N.Grp3A,lowHPD.N.Grp3B,lowHPD.N.Grp2A,lowHPD.N.Grp2B,lowHPD.N.Grp4,lowHPD.N.Grp1,lowHPD.N.Grp5,lowHPD.migNat,lowHPD.migGrp3,lowHPD.migGrp2,lowHPD.bottleneckSeverity,lowHPD.T.UNK,lowHPD.T.Grp3A,lowHPD.T.Grp3B,lowHPD.T.Grp2A,lowHPD.T.Grp4,lowHPD.T.Grp2B,lowHPD.T.Grp1,lowHPD.T.Grp5,highHPD.N.LA,highHPD.N.UNK,highHPD.N.Grp3A,highHPD.N.Grp3B,highHPD.N.Grp2A,highHPD.N.Grp2B,highHPD.N.Grp4,highHPD.N.Grp1,highHPD.N.Grp5,highHPD.migNat,highHPD.migGrp3,highHPD.migGrp2,highHPD.bottleneckSeverity,highHPD.T.UNK,highHPD.T.Grp3A,highHPD.T.Grp3B,highHPD.T.Grp2A,highHPD.T.Grp4,highHPD.T.Grp2B,highHPD.T.Grp1,highHPD.T.Grp5
688,3772,133,491,103,653,588,1285,1128,0.0141,0.0032,6e-04,0.175,4135,47,6,4,3,3,44,38,755.598992162976,869.489172591585,65.3589675744133,140.040541545449,441.689840957203,152.808192403609,172.777346234415,324.703504243289,253.875120251882,0.0296951381949263,0.00110793373982107,0.0010802149945283,0.0680040696353049,3012.01166737859,27.5896043058784,11.7881891580836,12.498905440815,5.81495734312413,5.74284630881245,24.2496475367481,10.5214849188856,112.53602322308,117.785744819398,11.8592227513047,12.4120994313122,27.136255561371,12.6154491606693,12.0277275436355,15.173729038912,18.1936323560104,0.0109019191748308,0.000183724339051571,0.000195623605028119,0.00413648686879648,1135.14759123431,4.42113145201227,2.94248147928276,2.99764879518512,2.84680246477813,2.77192435823002,3.13924126800159,2.83756979161071,8515.64274987663,8783.83361595724,932.723009771195,1620.66897890626,1844.23613503388,1741.04169551348,1747.10923668599,1826.04808522687,1737.90757876862,0.0490701360341728,0.0091792944685896,0.00900022030348269,0.23485635954103,4848.48245777859,48.7956491168455,39.4477868968709,40.6991091370383,27.6658462803433,29.4465682927026,48.8345816722792,39.5899335977863
195,4374,72,50,17,22,1110,1888,1604,0.0287,0.0028,0.0058,0.044,4080,5,2,3,3,3,9,4,468.546810415731,1064.9230978211,80.0013448962116,167.312319859781,187.479853512254,156.678364533106,148.509316382026,93.7148648579826,473.512854705563,0.0300333665113105,0.000999777430235064,0.00100745200664615,0.0202560627227781,3001.97447525256,28.1488983766006,12.0000682724199,11.8673527440807,5.52242627785852,5.46003723915574,28.9730132872761,12.9827149206261,106.724016145343,108.047468906275,11.2243875910862,12.3375171000316,12.219602076286,11.9449214983793,11.9310339859799,11.0328174297884,25.2082971361749,0.0108969242494906,0.000199523941212848,0.0002002111615781,0.00199340759445078,1105,4.00245380925967,3.00062608772842,3.02911611244096,2.96848134798487,2.94923138908252,3.98775015130064,2.99593381106706,8024.47178936178,8929.82422995349,1346.62850723763,1739.14635382382,1770.38958282011,1787.91216122164,1763.88795788651,1631.7169530984,1867.93466817528,0.0490888652302939,0.009,0.008908841348961,0.220762068085861,4928.391116247,48.9492877677053,39.6939853269004,40.4656174527316,27.6889675446555,28.6088790990776,48.9927106086452,41.0275608157904
9820,6861,118,1165,40,33,17,43,165,0.0351,2e-04,4e-04,0.004,4052,7,5,3,3,2,50,14,2037.59656130692,1056.63910811894,54.0716095072509,116.82390871196,206.550638975131,148.91866323804,162.406058157193,63.9100820685854,116.230715858708,0.0300174008607439,0.00103217917312091,0.00110007869673957,0.00582918709431448,2974.31720272106,26.7791306707805,10.9914261365859,10.1443480123153,4.91466504409653,5.03816798723921,23.9899845665628,10,139.552116150562,117.813835396056,11.3552410852022,10.9855737263061,13.1885187777249,11.0247912113564,11.0631831588634,11,13.0021806381588,0.0110696643836214,0.000199952747848731,0.000200145351183904,0.00162060777727948,1094.1346088262,4,2.87816562915381,2.84577503714192,2.91914121713753,2.88772495138104,3.00068968746407,2.99692866642638,9376.3920824106,8956.81980490319,619.845860822893,1728.03221930593,1795.84907996144,1719.07376248958,1797,907.482666800907,1354.89548761489,0.049,0.00912475521414717,0.00894021426179374,0.099163449170804,4915.02974137321,48.8002596033743,38.9998966276681,37.2121779743945,25.4163962984355,25.1613649953166,48.999176693154,40
7763,1276,123,844,23,16,109,217,1950,0.0255,3e-04,0.0024,0.006,4401,38,37,8,4,4,11,4,1725.19322588845,1215.96558351685,70.2667347706782,158.223264581518,53.284378232841,133.071524193568,145.994311697742,67.65572113026,629.704374067451,0.0302612215231034,0.00102249798700669,0.000991671304728545,0.0214988033847643,3012.47503350855,27.7185604664798,11.9075330019876,12,5.80401843970276,5.79262917129379,25.2674595039052,10.8896162836376,124.156019815179,124.448006943085,13.2935115636006,12.5126832716219,11.3920223838475,11.7840479951469,11.9685348801598,12.3835192670726,40.9182663615081,0.0109668949626513,0.000186445392711779,0.000198987264778929,0.00297915030582113,1116.12820269155,4.20232506095924,2.9837904587709,2.90471475125266,2.90065365071889,2.90314374541842,3.14463415676223,2.99674706336761,9251.80434813315,9120.18327447138,682.759489045648,1704.09160277067,1251.32260278052,1662.16156135255,1795.13845677181,1019.33196416315,1887.20653169013,0.048754310700202,0.00889124523263529,0.00907865879214015,0.188894432936141,4915.79122251251,48.9578478031211,40.5515012845981,40.2116068361055,27.2244899890377,27.4591248960416,48.2630442808186,39.1633961027682
644,3438,172,63,116,13,57,329,176,0.0204,0.0028,0.0024,0.011,1172,13,10,11,3,6,50,6,493.118530706286,966.993023832833,85.9957215494659,135.845093148849,152.587470122874,145.914767310503,148.819433291512,432.962482660797,160.261155474517,0.0291998800074908,0.001,0.000999222003832197,0.0191926980193057,2964.39571383766,26.1964667065448,10.8592030464378,10.8113343452772,5.02247552636858,5.25737026675393,29.2467061091411,12.1826264287671,108.117678191896,109.667385551552,11.0766142477197,11.8727081383589,11.9614187787543,11.9830127651172,11.3572024910144,24.7216666827143,12.1276350168596,0.0109964938013612,0.00019864580090374,0.000199524458966906,0.00200844708435001,1099.46603849653,3.91034832289836,2.98364632217652,2.97835028427095,2.96973818070212,2.97708689416432,4,2.9782460359475,7894.7119926665,8897.79858946144,1421.70913417793,1716.21094712856,1707.64486062181,1751.20159696151,1725.50960660991,1870.43387229541,1728.4929721803,0.0488942354670864,0.00899643855786443,0.00900623468726346,0.214368084095627,4904.44015294721,48.9633538600123,38.8565876947866,38.9064245348439,26.8761990754854,27.5365572971179,48.9882525454156,41.0489183102608
155,114,410,14,336,32,102,1004,1777,0.0499,6e-04,2e-04,0.051,2165,46,32,18,9,13,8,4,473.59143758144,843.444165395935,456.53880423773,66.7210674103476,482.801518459396,243.399350112601,93.0211138498136,105.370831255109,143.237290634595,0.0301229921309231,0.000886333409516794,0.00108261997512719,0.0335904974509368,2967,26.5117478997779,11.8485228480693,10.566262988444,5.44725462039797,5.38981508347938,25.8302080449671,10.9583138680698,107.169736464905,110.021549481203,34.2752743300499,10.9369224377251,24.8669295821872,13.1503633415573,11.0151194149872,11.0241436359857,12.2045465876854,0.0110342145692039,0.000196030237702568,0.000198935973306361,0.00205571989978353,1111.84321445944,3.90006030121585,2.92522240852949,2.85589009113122,2.84898188669132,2.85128872521532,3.03163003771044,2.96062903362913,7446.34022058483,9245.68044863524,1843.84095055028,1514.66742668043,1874.04251231206,1790.75835920902,1697.28999949935,1678.81668950226,1760.88096723329,0.0491993710488904,0.00859325614372754,0.0088684899289776,0.231362744117455,4914.19660788041,48.8919886107547,40.3096393318401,37.1482091094174,25.1577264449382,25.6379903692356,48.9720177615025,39.4832141156852
167,6008,179,920,631,546,29,795,56,0.0249,1e-04,0.0017,0.206,1357,26,8,17,3,10,43,3,490.954250777993,801.978920432776,122.173673299039,177.854075837777,195.482195250409,170,154.276429179444,364.837865483815,122.439874422762,0.0293711104646161,0.00100858234211579,0.00099580162460412,0.0231441496649564,2961.28198679159,26.3918771101665,11.041370991473,11.4518389609438,5.35994426592621,5.83296779326215,28.9051674920381,12.0904758871306,108.279473349172,107.14881438028,12.0438413617379,12.2397089945868,13.0405756130241,12.1339575207039,11.9808670675357,18.2170023449935,11.1515901709638,0.0109849307922756,0.000199331808092631,0.000199146832356131,0.00202168955709254,1101.23392468381,3.83873787241965,2.99642678214574,3,2.95216939709942,2.9554787131947,4,2.99513402080215,7926.7827642206,8858.5093143773,1486.89131676484,1711.66110808666,1722.34411094806,1761,1723.55010756046,1848.30467640637,1661.86958734164,0.0489816196874347,0.00905803192704564,0.00899536776246914,0.224161045458343,4905.82968550962,48.8966480057934,39.9700527362685,39.8567790140029,27.6336136086217,27.6982126154941,48.9920232955467,40.9649963350688
5253,670,55,1253,193,127,307,200,1861,0.015,1e-04,0.0022,0.028,2996,33,19,22,17,19,9,4,423.107793209389,559.707769422125,94.9721962816399,389.826175582968,207.439653860734,152.020670402801,158.166084768669,152.371248309304,156.982956056438,0.0300644338719893,0.000983775985514729,0.00109765458722156,0.0187835228825834,3000.36189997305,29.9920327795231,14.8035457641012,12.7993329550998,5.98488428195719,5.98106921297308,26.5474333778622,10.9998123780658,107.862655699232,106.026162307156,11.8970616522367,20.3492905200121,13.007271545786,11.9896189585594,11.9629769047045,11.9330468408414,12.0650773060787,0.0109516579417081,0.000197531505687348,0.000199783184518449,0.00202636219108915,1093.11384806233,4.92735936239828,2.97330120378693,2.98392458938608,2.99430215280925,2.98139835967778,2.98737798442855,3.00318637911438,7049.71568747182,8573.09722513239,1573.97711633184,1843.48401501523,1789.46952252725,1806.32879332305,1775,1727.67517448558,1721.67479752784,0.0489295418850692,0.00899551299954662,0.00899258067319877,0.220104763414165,4886.40487565508,49.026808583448,41.0678052467776,39.8211818460856,28.9330799105762,29.2852248802819,49.011481378918,40.8545899609047
565,592,544,436,43,170,704,270,394,0.0384,5e-04,0.0065,0.001,1203,21,10,5,3,5,3,2,383.205040525009,590.791499344669,485.554342103886,111.611582773264,167.991221255433,145,132,131.864156469767,132.93463225468,0.0292263320635005,0.000916808540443266,0.00100015386086316,0.0112097888103639,2972,30.1168126711552,12.9056237482929,13.1356457052615,5.97763757249012,6.0012998695148,25.9789842680677,11,105.123092135707,107.072561657118,50,11.0028757967193,12.1164979107687,11.9913279910855,11.0162307424164,11.9488957035662,11.0063135020033,0.0108,0.000199847678036892,0.000199562365782367,0.0019483530886547,1100.96510616596,4.88250056096055,2.97635423082104,2.98449792777173,2.98311711062598,2.98601402906404,3.00161452319496,2.99744231441978,6899.50033798666,8518.27681616163,1863.51110286003,1674.84884401663,1731.0329707399,1701,1770,1729.70347825896,1693.09893136731,0.048997607858753,0.00890088366978861,0.00890102890061874,0.213963590780134,4899.96543115198,48.9894256840956,40.9021989698819,40.8460124164563,28.8056391569606,28.8345086348167,48.992402442882,39.0604327510067
1634,1025,42,57,370,12,386,191,103,0.0189,2e-04,5e-04,0.109,2974,3,3,3,2,2,10,8,608.209561734439,980.409174080064,155.810224241458,90.120528357209,352.02579044516,77.4749612023463,465.172973723875,324.992102932935,83.3715747098789,0.028797777148882,0.000986489038828489,0.000986675078421026,0.0576792778678165,2917.58759678952,25.8640125741848,10.1979343411661,13.4956223863893,6.19111711996933,6.34839075743483,25.5703065250529,11.116975271871,108.956106806497,113.030066590105,13.0641489822262,11.3629970283932,22.4693457546505,11.1337537689633,19.9096392037628,17.5673888870145,11.3397984723017,0.0109670738660459,0.00019342537237159,0.000191049814822729,0.0040489006991881,1098.00331121653,2.90366318957889,2.59002683400734,2.69530381213177,2.70178131702447,2.76419001202454,3.33720050745643,2.94094695873233,8504.20540450795,9067.25676885698,1634.3230933462,1567.70747391646,1815.25468325816,1536.44195412594,1885.78560884402,1816.25520670423,1559.15559077791,0.048583240381415,0.0090693970006367,0.00921564148432369,0.230685725355855,4890.91192340317,48.7982109129844,39.3600386090115,43.1691576488193,30.1364537281295,30.2414834100804,48.7027733632668,38.7711640937541
