tot_SNPs,S.LA,S.Grp3A,S.Grp3B,S.Grp2A,S.Grp2B,S.Grp4,S.Grp1,S.Grp5,pS.LA,pS.Grp3A,pS.Grp3B,pS.Grp2A,pS.Grp2B,pS.Grp4,pS.Grp1,pS.Grp5,tot_priv,DW_LA,DW_Grp3A,DW_Grp3B,DW_Grp2A,DW_Grp2B,DW_Grp4,DW_Grp1,DW_Grp5,rS.Grp4,rS.Grp3A,rS.Grp3B,rS.LA,rS.Grp2B,rS.Grp1,rS.Grp2A,rS.Grp5,he.LA,he.Grp3A,he.Grp3B,he.Grp2A,he.Grp2B,he.Grp4,he.Grp1,he.Grp5,vHe.LA,vHe.Grp3A,vHe.Grp3B,vHe.Grp2A,vHe.Grp2B,vHe.Grp4,vHe.Grp1,vHe.Grp5,ibdfst.slope.log.d.,ibdfst.int..Intercept.,pwpriv_LA.Grp3A,pwpriv_Grp3A.LA,pwpriv_LA.Grp3B,pwpriv_Grp3B.LA,pwpriv_LA.Grp2A,pwpriv_Grp2A.LA,pwpriv_LA.Grp2B,pwpriv_Grp2B.LA,pwpriv_LA.Grp4,pwpriv_Grp4.LA,pwpriv_LA.Grp1,pwpriv_Grp1.LA,pwpriv_LA.Grp5,pwpriv_Grp5.LA,pwpriv_Grp3A.Grp3B,pwpriv_Grp3B.Grp3A,pwpriv_Grp3A.Grp2A,pwpriv_Grp2A.Grp3A,pwpriv_Grp3A.Grp2B,pwpriv_Grp2B.Grp3A,pwpriv_Grp3A.Grp4,pwpriv_Grp4.Grp3A,pwpriv_Grp3A.Grp1,pwpriv_Grp1.Grp3A,pwpriv_Grp3A.Grp5,pwpriv_Grp5.Grp3A,pwpriv_Grp3B.Grp2A,pwpriv_Grp2A.Grp3B,pwpriv_Grp3B.Grp2B,pwpriv_Grp2B.Grp3B,pwpriv_Grp3B.Grp4,pwpriv_Grp4.Grp3B,pwpriv_Grp3B.Grp1,pwpriv_Grp1.Grp3B,pwpriv_Grp3B.Grp5,pwpriv_Grp5.Grp3B,pwpriv_Grp2A.Grp2B,pwpriv_Grp2B.Grp2A,pwpriv_Grp2A.Grp4,pwpriv_Grp4.Grp2A,pwpriv_Grp2A.Grp1,pwpriv_Grp1.Grp2A,pwpriv_Grp2A.Grp5,pwpriv_Grp5.Grp2A,pwpriv_Grp2B.Grp4,pwpriv_Grp4.Grp2B,pwpriv_Grp2B.Grp1,pwpriv_Grp1.Grp2B,pwpriv_Grp2B.Grp5,pwpriv_Grp5.Grp2B,pwpriv_Grp4.Grp1,pwpriv_Grp1.Grp4,pwpriv_Grp4.Grp5,pwpriv_Grp5.Grp4,pwpriv_Grp1.Grp5,pwpriv_Grp5.Grp1,Fst_LA.Grp3A,Fst_LA.Grp3B,Fst_LA.Grp2A,Fst_LA.Grp2B,Fst_LA.Grp4,Fst_LA.Grp1,Fst_LA.Grp5,Fst_Grp3A.Grp3B,Fst_Grp3A.Grp2A,Fst_Grp3A.Grp2B,Fst_Grp3A.Grp4,Fst_Grp3A.Grp1,Fst_Grp3A.Grp5,Fst_Grp3B.Grp2A,Fst_Grp3B.Grp2B,Fst_Grp3B.Grp4,Fst_Grp3B.Grp1,Fst_Grp3B.Grp5,Fst_Grp2A.Grp2B,Fst_Grp2A.Grp4,Fst_Grp2A.Grp1,Fst_Grp2A.Grp5,Fst_Grp2B.Grp4,Fst_Grp2B.Grp1,Fst_Grp2B.Grp5,Fst_Grp4.Grp1,Fst_Grp4.Grp5,Fst_Grp1.Grp5,Psi_LA.Grp3A,Psi_LA.Grp3B,Psi_LA.Grp2A,Psi_LA.Grp2B,Psi_LA.Grp4,Psi_LA.Grp1,Psi_LA.Grp5,Psi_Grp3A.Grp3B,Psi_Grp3A.Grp2A,Psi_Grp3A.Grp2B,Psi_Grp3A.Grp4,Psi_Grp3A.Grp1,Psi_Grp3A.Grp5,Psi_Grp3B.Grp2A,Psi_Grp3B.Grp2B,Psi_Grp3B.Grp4,Psi_Grp3B.Grp1,Psi_Grp3B.Grp5,Psi_Grp2A.Grp2B,Psi_Grp2A.Grp4,Psi_Grp2A.Grp1,Psi_Grp2A.Grp5,Psi_Grp2B.Grp4,Psi_Grp2B.Grp1,Psi_Grp2B.Grp5,Psi_Grp4.Grp1,Psi_Grp4.Grp5,Psi_Grp1.Grp5
1807,467,321,389,144,306,130,448,1082,55,82,88,31,65,36,178,546,1081,12966.9232346294,765.166224749508,556.513736875498,236.15026398814,553.956936615693,1328.76712677449,4438.82192128073,12174.1218148323,0.035658475,0.011002371,0.005716476,0.43045463,0.007839752,0.029410125,0.00580107,0.037626589,0.0574299410029499,0.0177915558954563,0.0180647793997396,0.0118910585393767,0.0190110586643339,0.0199430856003496,0.0614548812168445,0.0961642054214162,0.0122042398983015,0.00460329257822808,0.00459031722108065,0.00400425539726782,0.00459243473039246,0.00728819091187717,0.0178593471249372,0.014992818233786,-0.0137546865157016,0.417572752493529,0,594,0,610,0,557,0,107,0,0,0,0,0,0,0,0,0,77,307,160,339,0,605,0,1141,0,0,83,351,172,407,0,639,0,1119,0,250,0,236,0,545,0,1160,0,58,0,86,0,134,0,0,0,0,0,0,0,0.2594,0.2526,0.3027,0.2444,0.3254,0.225,0.0514,0.0466,0.2589,0.1469,0.4036,0.4243,0.2401,0.2465,0.1302,0.3898,0.4232,0.2323,0.1392,0.4549,0.4634,0.27,0.3639,0.4176,0.2278,0.4617,0.2913,0.2573,0.074188621611302,0.0913556294653855,0.0530834232290543,0.0831231765811205,-0.144675925925926,-0.119099491648511,-0.0184428297507317,0.00287139689578714,-0.00979022775139279,0.00326058201058202,-0.203968253968254,-0.224209575429088,-0.107986994628216,-0.0323932535082962,0.00065840436479972,-0.176756403318903,-0.209927558412407,-0.118138056703398,0.0206856475060359,-0.142110940782377,-0.260538838776806,-0.136249223627864,-0.19192437511403,-0.259905254091301,-0.114990523572613,-0.090958605664488,0.0490472356414385,0.0729847494553377
